slang,formal,In-dictionary,context,category1,,
"aja,saja,1,""SEMENJAK AKU NGELAHIRIN DAN MENYUSUI PAYUDARA AKU YANG DULUNYA BESAR JADI KECIL DAN KENDOR SEDIH BANGET RASANYA PAS SUAMI KOMENTAR TENTANG PAYUDARA AKU, TAPI UNTUNG AKU KETEMU SAMA@WOMANBEAUTY.CARE YANG AWALNYA AKU GAK PERCAYA TAPI AKU PAKSAIN BELI ALAT PEMBESAR PAYUDARA DISANA DAN HASILNYA TERNYATA LUAR BIASAA!!! SEKARANG PAYUDARA AKU UDAH KEMBALI BESAR DAN KENCANG KAYA JAMAN MASIH GADIS LAGI HEHE MAKASIH AREA BEAUTY NIH BUAT KAMU YANG PENGEN BESARIN PAYUDARA HUB AJA PIN : D30054B4 whatsapp 082240956605"",zeroisasi,0,0;;",,,,,,
bgt,banget,1,Proud bgt deh sm teh rina??,abreviasi,,
pake,pakai,1,Teteh makin cantik pake jilbab.. congrat teten.. @rinanose16,monoftongisasi,,
"kox,kok,1,""akademi malam ini ,itu live atau ulangan kox gak pake jilbab mbak rina :("",subtitusi,0,0;;",,,,,,
"gak,enggak,1,""akademi malam ini ,itu live atau ulangan kox gak pake jilbab mbak rina :("",zeroisasi,0,0;;",,,,,,
"pake,pakai,1,""akademi malam ini ,itu live atau ulangan kox gak pake jilbab mbak rina :("",monoftongisasi,0,0;;",,,,,,
"kaka,kakak,1,""Ternyata kaka bener banget, produk dari@duniaherbalbeauty.id  yg kaka saranin wow banget deh, seluruh tubuh aku jadi putih banget, gak kusam lagi :)"",zeroisasi,0,0;;",,,,,,
"bener,benar,1,""Ternyata kaka bener banget, produk dari@duniaherbalbeauty.id  yg kaka saranin wow banget deh, seluruh tubuh aku jadi putih banget, gak kusam lagi :)"",modifikasi vokal,0,0;;",,,,,,
"yg,yang,1,""Ternyata kaka bener banget, produk dari@duniaherbalbeauty.id  yg kaka saranin wow banget deh, seluruh tubuh aku jadi putih banget, gak kusam lagi :)"",abreviasi,0,0;;",,,,,,
"kaka,kakak,1,""Ternyata kaka bener banget, produk dari@duniaherbalbeauty.id  yg kaka saranin wow banget deh, seluruh tubuh aku jadi putih banget, gak kusam lagi :)"",zeroisasi,0,0;;",,,,,,
"saranin,sarankan,0,""Ternyata kaka bener banget, produk dari@duniaherbalbeauty.id  yg kaka saranin wow banget deh, seluruh tubuh aku jadi putih banget, gak kusam lagi :)"",afiksasi,0,0;;",,,,,,
"gak,enggak,1,""Ternyata kaka bener banget, produk dari@duniaherbalbeauty.id  yg kaka saranin wow banget deh, seluruh tubuh aku jadi putih banget, gak kusam lagi :)"",zeroisasi,0,0;;",,,,,,
ka,kak,1,ka bner yang kaka saranin tempo hari tentang masker jerawat dan flek hitam dari@DUNIAHERBALBEAUTY.ID  bner bagus banget bisa hilangkan jerawat dan flek hitam. makasih yah ka,zeroisasi,,
bner,benar,1,ka bner yang kaka saranin tempo hari tentang masker jerawat dan flek hitam dari@DUNIAHERBALBEAUTY.ID  bner bagus banget bisa hilangkan jerawat dan flek hitam. makasih yah ka,abreviasi,,
kaka,kakak,1,ka bner yang kaka saranin tempo hari tentang masker jerawat dan flek hitam dari@DUNIAHERBALBEAUTY.ID  bner bagus banget bisa hilangkan jerawat dan flek hitam. makasih yah ka,zeroisasi,,
saranin,sarankan,0,ka bner yang kaka saranin tempo hari tentang masker jerawat dan flek hitam dari@DUNIAHERBALBEAUTY.ID  bner bagus banget bisa hilangkan jerawat dan flek hitam. makasih yah ka,afiksasi,,
bner,benar,1,ka bner yang kaka saranin tempo hari tentang masker jerawat dan flek hitam dari@DUNIAHERBALBEAUTY.ID  bner bagus banget bisa hilangkan jerawat dan flek hitam. makasih yah ka,abreviasi,,
makasih,terima kasih,1,ka bner yang kaka saranin tempo hari tentang masker jerawat dan flek hitam dari@DUNIAHERBALBEAUTY.ID  bner bagus banget bisa hilangkan jerawat dan flek hitam. makasih yah ka,akronim,,
yah,ya,1,ka bner yang kaka saranin tempo hari tentang masker jerawat dan flek hitam dari@DUNIAHERBALBEAUTY.ID  bner bagus banget bisa hilangkan jerawat dan flek hitam. makasih yah ka,anaptiksis,,
ka,kak,1,ka bner yang kaka saranin tempo hari tentang masker jerawat dan flek hitam dari@DUNIAHERBALBEAUTY.ID  bner bagus banget bisa hilangkan jerawat dan flek hitam. makasih yah ka,zeroisasi,,
wihhh,wih,1,Wihhh walaupun hijab tetep style,elongasi,,
tetep,tetap,1,Wihhh walaupun hijab tetep style,modifikasi vokal,,
"ga,enggak,1,""GA HARUS MEMAKAN WAKTU YANG LAMA UNTUK BISA MENGUBAH TAMPILAN PAYUDARA SISTA BIAR JADI INDAH, SEKARANG ADA ALAT PEMBESAR PAYUDARA YANG SANGAT AMPUH DAN AMAN DI@WOMANBEAUTY.CARE  INVITE BBM NYA D30054B4 whatsapp 082240956605"",abreviasi,zeroisasi,0;;",,,,,,
th,teh,1,Ihk alhamdulillah ya th??? @rinanose16,abreviasi,,
tmbah,tambah,1,.tmbah cntikk kak rin pkee hijabnya.. ????@rinanose16,abreviasi,,
cntikk,cantik,1,.tmbah cntikk kak rin pkee hijabnya.. ????@rinanose16,abreviasi,,
pkee,pakai,1,.tmbah cntikk kak rin pkee hijabnya.. ????@rinanose16,abreviasi,,
pake,pakai,1,Uh cantik banget pake hijab ka ? @rinanose16,monoftongisasi,,
ka,kak,1,Uh cantik banget pake hijab ka ? @rinanose16,zeroisasi,,
"aamiin,amin,1,""Aamiin mbak semoga bisa hijrah ya tutup aurat karena itu perintah Allah dan engkau akan terhormati bila tutup aurat karena penghuni neraka kebanyakan adalah wanita, adapun perempuan yang akan digantung rambut nya didalam neraka adalah perempuan yang tak menutupi rambut nya dari pada lelaki yang bukan mukhrim nya @juliaperrezz @rinanose16 semangat Mbak ???"",elongasi,0,0;;",,,,,,
"gini,begini,1,""Aku do.ain kakak terus kayak gini ya @rinanose16 selalu pake hijab,,pakaian tertutup,,,dan istiqomah amin amin amin"",abreviasi,0,0;;",,,,,,
"pake,pakai,1,""Aku do.ain kakak terus kayak gini ya @rinanose16 selalu pake hijab,,pakaian tertutup,,,dan istiqomah amin amin amin"",monoftongisasi,0,0;;",,,,,,
"sllu,selalu,1,""Syukur Alhamdulillah,,Hidayah  itu harus di jemput,, Allah  Taalah Sllu Membuka  Pintu  Tobat  Pintu,, kebaikan,, Hidayah  untuk  Hambanya  yang mau Ke jalan yang benar,, Subhanna Allah"",abreviasi,0,0;;",,,,,,
biasaa,biasa,1,Luar biasa teteh.. Cantik luar biasaa???,elongasi,,
yaa,ya,1,Semoga Allah selalu membimbing dan semoga istiqomah yaa :-) @rinanose16,elongasi,,
"cantiikkkk,cantik,1,""Subhanallah teh rina cantiikkkk bgttt klo mengenakan hijab??Smga setelah teh rina mengenakan hijab,smkin bnyk rezeki buat teteh amiiiiinnn???"",elongasi,0,0;;",,,,,,
"bgttt,banget,1,""Subhanallah teh rina cantiikkkk bgttt klo mengenakan hijab??Smga setelah teh rina mengenakan hijab,smkin bnyk rezeki buat teteh amiiiiinnn???"",abreviasi,elongasi,0;;",,,,,,
"klo,kalo,1,""Subhanallah teh rina cantiikkkk bgttt klo mengenakan hijab??Smga setelah teh rina mengenakan hijab,smkin bnyk rezeki buat teteh amiiiiinnn???"",zeroisasi,0,0;;",,,,,,
"smga,semoga,1,""Subhanallah teh rina cantiikkkk bgttt klo mengenakan hijab??Smga setelah teh rina mengenakan hijab,smkin bnyk rezeki buat teteh amiiiiinnn???"",abreviasi,0,0;;",,,,,,
"smkin,semakin,1,""Subhanallah teh rina cantiikkkk bgttt klo mengenakan hijab??Smga setelah teh rina mengenakan hijab,smkin bnyk rezeki buat teteh amiiiiinnn???"",abreviasi,0,0;;",,,,,,
"bnyk,banyak,1,""Subhanallah teh rina cantiikkkk bgttt klo mengenakan hijab??Smga setelah teh rina mengenakan hijab,smkin bnyk rezeki buat teteh amiiiiinnn???"",abreviasi,0,0;;",,,,,,
"amiiiiinnn,amin,1,""Subhanallah teh rina cantiikkkk bgttt klo mengenakan hijab??Smga setelah teh rina mengenakan hijab,smkin bnyk rezeki buat teteh amiiiiinnn???"",elongasi,0,0;;",,,,,,
"ndak,indak,1,""@juliaperrezz insyaa Allah bisa mbak.. kita ndak tau bgmna nilai ssorg d hdpn Allah.. kalau Allah sayang maka Allah terus menunjukkan jalan mnuju hidayah tinggal kita yg menyambut hidayah tsb.. Allah sayang dg smua hambaNya.. semangat ya mbakyuu.. semoga segera kukuh niat baiknya ? mbak @rinanose16 selamat nggih.. semoga semakin mantap berhijrahnya.. senang liat mbak langsung hapus foto2 yg terbuka auratnya, selamat menikmati proses hijrah yg lezat luar biasa.. barakallaahu fiikunna.. ?"",zeroisasi,0,0;;",,,,,,
"bgmna,bagaimana,1,""@juliaperrezz insyaa Allah bisa mbak.. kita ndak tau bgmna nilai ssorg d hdpn Allah.. kalau Allah sayang maka Allah terus menunjukkan jalan mnuju hidayah tinggal kita yg menyambut hidayah tsb.. Allah sayang dg smua hambaNya.. semangat ya mbakyuu.. semoga segera kukuh niat baiknya ? mbak @rinanose16 selamat nggih.. semoga semakin mantap berhijrahnya.. senang liat mbak langsung hapus foto2 yg terbuka auratnya, selamat menikmati proses hijrah yg lezat luar biasa.. barakallaahu fiikunna.. ?"",abreviasi,0,0;;",,,,,,
"ssorg,seseorang,1,""@juliaperrezz insyaa Allah bisa mbak.. kita ndak tau bgmna nilai ssorg d hdpn Allah.. kalau Allah sayang maka Allah terus menunjukkan jalan mnuju hidayah tinggal kita yg menyambut hidayah tsb.. Allah sayang dg smua hambaNya.. semangat ya mbakyuu.. semoga segera kukuh niat baiknya ? mbak @rinanose16 selamat nggih.. semoga semakin mantap berhijrahnya.. senang liat mbak langsung hapus foto2 yg terbuka auratnya, selamat menikmati proses hijrah yg lezat luar biasa.. barakallaahu fiikunna.. ?"",abreviasi,0,0;;",,,,,,
"d,di,1,""@juliaperrezz insyaa Allah bisa mbak.. kita ndak tau bgmna nilai ssorg d hdpn Allah.. kalau Allah sayang maka Allah terus menunjukkan jalan mnuju hidayah tinggal kita yg menyambut hidayah tsb.. Allah sayang dg smua hambaNya.. semangat ya mbakyuu.. semoga segera kukuh niat baiknya ? mbak @rinanose16 selamat nggih.. semoga semakin mantap berhijrahnya.. senang liat mbak langsung hapus foto2 yg terbuka auratnya, selamat menikmati proses hijrah yg lezat luar biasa.. barakallaahu fiikunna.. ?"",abreviasi,0,0;;",,,,,,
"hdpn,hadapan,0,""@juliaperrezz insyaa Allah bisa mbak.. kita ndak tau bgmna nilai ssorg d hdpn Allah.. kalau Allah sayang maka Allah terus menunjukkan jalan mnuju hidayah tinggal kita yg menyambut hidayah tsb.. Allah sayang dg smua hambaNya.. semangat ya mbakyuu.. semoga segera kukuh niat baiknya ? mbak @rinanose16 selamat nggih.. semoga semakin mantap berhijrahnya.. senang liat mbak langsung hapus foto2 yg terbuka auratnya, selamat menikmati proses hijrah yg lezat luar biasa.. barakallaahu fiikunna.. ?"",abreviasi,0,0;;",,,,,,
"yg,yang,1,""@juliaperrezz insyaa Allah bisa mbak.. kita ndak tau bgmna nilai ssorg d hdpn Allah.. kalau Allah sayang maka Allah terus menunjukkan jalan mnuju hidayah tinggal kita yg menyambut hidayah tsb.. Allah sayang dg smua hambaNya.. semangat ya mbakyuu.. semoga segera kukuh niat baiknya ? mbak @rinanose16 selamat nggih.. semoga semakin mantap berhijrahnya.. senang liat mbak langsung hapus foto2 yg terbuka auratnya, selamat menikmati proses hijrah yg lezat luar biasa.. barakallaahu fiikunna.. ?"",abreviasi,0,0;;",,,,,,
"tsb,tersebut,1,""@juliaperrezz insyaa Allah bisa mbak.. kita ndak tau bgmna nilai ssorg d hdpn Allah.. kalau Allah sayang maka Allah terus menunjukkan jalan mnuju hidayah tinggal kita yg menyambut hidayah tsb.. Allah sayang dg smua hambaNya.. semangat ya mbakyuu.. semoga segera kukuh niat baiknya ? mbak @rinanose16 selamat nggih.. semoga semakin mantap berhijrahnya.. senang liat mbak langsung hapus foto2 yg terbuka auratnya, selamat menikmati proses hijrah yg lezat luar biasa.. barakallaahu fiikunna.. ?"",abreviasi,0,0;;",,,,,,
"dg,dengan,1,""@juliaperrezz insyaa Allah bisa mbak.. kita ndak tau bgmna nilai ssorg d hdpn Allah.. kalau Allah sayang maka Allah terus menunjukkan jalan mnuju hidayah tinggal kita yg menyambut hidayah tsb.. Allah sayang dg smua hambaNya.. semangat ya mbakyuu.. semoga segera kukuh niat baiknya ? mbak @rinanose16 selamat nggih.. semoga semakin mantap berhijrahnya.. senang liat mbak langsung hapus foto2 yg terbuka auratnya, selamat menikmati proses hijrah yg lezat luar biasa.. barakallaahu fiikunna.. ?"",abreviasi,0,0;;",,,,,,
"smua,semua,1,""@juliaperrezz insyaa Allah bisa mbak.. kita ndak tau bgmna nilai ssorg d hdpn Allah.. kalau Allah sayang maka Allah terus menunjukkan jalan mnuju hidayah tinggal kita yg menyambut hidayah tsb.. Allah sayang dg smua hambaNya.. semangat ya mbakyuu.. semoga segera kukuh niat baiknya ? mbak @rinanose16 selamat nggih.. semoga semakin mantap berhijrahnya.. senang liat mbak langsung hapus foto2 yg terbuka auratnya, selamat menikmati proses hijrah yg lezat luar biasa.. barakallaahu fiikunna.. ?"",zeroisasi,0,0;;",,,,,,
"liat,lihat,1,""@juliaperrezz insyaa Allah bisa mbak.. kita ndak tau bgmna nilai ssorg d hdpn Allah.. kalau Allah sayang maka Allah terus menunjukkan jalan mnuju hidayah tinggal kita yg menyambut hidayah tsb.. Allah sayang dg smua hambaNya.. semangat ya mbakyuu.. semoga segera kukuh niat baiknya ? mbak @rinanose16 selamat nggih.. semoga semakin mantap berhijrahnya.. senang liat mbak langsung hapus foto2 yg terbuka auratnya, selamat menikmati proses hijrah yg lezat luar biasa.. barakallaahu fiikunna.. ?"",zeroisasi,0,0;;",,,,,,
"foto2,foto-foto,0,""@juliaperrezz insyaa Allah bisa mbak.. kita ndak tau bgmna nilai ssorg d hdpn Allah.. kalau Allah sayang maka Allah terus menunjukkan jalan mnuju hidayah tinggal kita yg menyambut hidayah tsb.. Allah sayang dg smua hambaNya.. semangat ya mbakyuu.. semoga segera kukuh niat baiknya ? mbak @rinanose16 selamat nggih.. semoga semakin mantap berhijrahnya.. senang liat mbak langsung hapus foto2 yg terbuka auratnya, selamat menikmati proses hijrah yg lezat luar biasa.. barakallaahu fiikunna.. ?"",reduplikasi,0,0;;",,,,,,
"yg,yang,1,""@juliaperrezz insyaa Allah bisa mbak.. kita ndak tau bgmna nilai ssorg d hdpn Allah.. kalau Allah sayang maka Allah terus menunjukkan jalan mnuju hidayah tinggal kita yg menyambut hidayah tsb.. Allah sayang dg smua hambaNya.. semangat ya mbakyuu.. semoga segera kukuh niat baiknya ? mbak @rinanose16 selamat nggih.. semoga semakin mantap berhijrahnya.. senang liat mbak langsung hapus foto2 yg terbuka auratnya, selamat menikmati proses hijrah yg lezat luar biasa.. barakallaahu fiikunna.. ?"",abreviasi,0,0;;",,,,,,
"yg,yang,1,""@juliaperrezz insyaa Allah bisa mbak.. kita ndak tau bgmna nilai ssorg d hdpn Allah.. kalau Allah sayang maka Allah terus menunjukkan jalan mnuju hidayah tinggal kita yg menyambut hidayah tsb.. Allah sayang dg smua hambaNya.. semangat ya mbakyuu.. semoga segera kukuh niat baiknya ? mbak @rinanose16 selamat nggih.. semoga semakin mantap berhijrahnya.. senang liat mbak langsung hapus foto2 yg terbuka auratnya, selamat menikmati proses hijrah yg lezat luar biasa.. barakallaahu fiikunna.. ?"",abreviasi,0,0;;",,,,,,
aminn,amin,1,Aminn.. mba jupe? @juliaperrezz,elongasi,,
"dg,dengan,1,""MashaAllah, selamat ya teteh @rinanose16, semoga dg berhijabnya smakin mnambh ktaatan pd Allah, dijauhkan dr panasnya api neraka, didekatkan dg jodohnya...Amin. Kudukung perjuanganmu memakai hijab, keep istiqomah fisabilillah!"",abreviasi,0,0;;",,,,,,
"smakin,semakin,1,""MashaAllah, selamat ya teteh @rinanose16, semoga dg berhijabnya smakin mnambh ktaatan pd Allah, dijauhkan dr panasnya api neraka, didekatkan dg jodohnya...Amin. Kudukung perjuanganmu memakai hijab, keep istiqomah fisabilillah!"",zeroisasi,0,0;;",,,,,,
"mnambh,menambah,1,""MashaAllah, selamat ya teteh @rinanose16, semoga dg berhijabnya smakin mnambh ktaatan pd Allah, dijauhkan dr panasnya api neraka, didekatkan dg jodohnya...Amin. Kudukung perjuanganmu memakai hijab, keep istiqomah fisabilillah!"",abreviasi,0,0;;",,,,,,
"ktaatan,ketaatan,1,""MashaAllah, selamat ya teteh @rinanose16, semoga dg berhijabnya smakin mnambh ktaatan pd Allah, dijauhkan dr panasnya api neraka, didekatkan dg jodohnya...Amin. Kudukung perjuanganmu memakai hijab, keep istiqomah fisabilillah!"",abreviasi,0,0;;",,,,,,
"pd,pada,1,""MashaAllah, selamat ya teteh @rinanose16, semoga dg berhijabnya smakin mnambh ktaatan pd Allah, dijauhkan dr panasnya api neraka, didekatkan dg jodohnya...Amin. Kudukung perjuanganmu memakai hijab, keep istiqomah fisabilillah!"",abreviasi,0,0;;",,,,,,
"dr,dari,1,""MashaAllah, selamat ya teteh @rinanose16, semoga dg berhijabnya smakin mnambh ktaatan pd Allah, dijauhkan dr panasnya api neraka, didekatkan dg jodohnya...Amin. Kudukung perjuanganmu memakai hijab, keep istiqomah fisabilillah!"",abreviasi,0,0;;",,,,,,
"dg,dengan,1,""MashaAllah, selamat ya teteh @rinanose16, semoga dg berhijabnya smakin mnambh ktaatan pd Allah, dijauhkan dr panasnya api neraka, didekatkan dg jodohnya...Amin. Kudukung perjuanganmu memakai hijab, keep istiqomah fisabilillah!"",abreviasi,0,0;;",,,,,,
kemaren,kemarin,1,@rinanose16 teh nose subahanallah banget. Gegara kemaren aku liat cerita teh nose diacara no secret. Semoga istiqomah teh muaach???,modifikasi vokal,,
liat,lihat,1,@rinanose16 teh nose subahanallah banget. Gegara kemaren aku liat cerita teh nose diacara no secret. Semoga istiqomah teh muaach???,zeroisasi,,
mba,mbak,1,Subhanallah....Alhamdulillah cantik banget mba Rina semoga istiqomah yaa ??,zeroisasi,,
yaa,ya,1,Subhanallah....Alhamdulillah cantik banget mba Rina semoga istiqomah yaa ??,elongasi,,
ka,kak,1,Ka rina putus dengan  fakhrul apa karena keluarga ka fakhrul ga stju krna belum memakai hijab @rinanose16,zeroisasi,,
ka,kak,1,Ka rina putus dengan  fakhrul apa karena keluarga ka fakhrul ga stju krna belum memakai hijab @rinanose16,zeroisasi,,
ga,enggak,1,Ka rina putus dengan  fakhrul apa karena keluarga ka fakhrul ga stju krna belum memakai hijab @rinanose16,abreviasi,,
stju,setuju,1,Ka rina putus dengan  fakhrul apa karena keluarga ka fakhrul ga stju krna belum memakai hijab @rinanose16,abreviasi,,
krna,karena,1,Ka rina putus dengan  fakhrul apa karena keluarga ka fakhrul ga stju krna belum memakai hijab @rinanose16,abreviasi,,
"karna,karena,1,""Sekarang  berhijab  karna,, ka fakhrul kah @rinanose16"",zeroisasi,0,0;;",,,,,,
"ka,kak,1,""Sekarang  berhijab  karna,, ka fakhrul kah @rinanose16"",zeroisasi,0,0;;",,,,,,
cantikkkkkk,cantik,1,Cantikkkkkk. Semoga ga akan dilepas2 jilbabnya @rinanose16.,elongasi,,
ga,enggak,1,Cantikkkkkk. Semoga ga akan dilepas2 jilbabnya @rinanose16.,abreviasi,,
dilepas2,dilepas-lepas,0,Cantikkkkkk. Semoga ga akan dilepas2 jilbabnya @rinanose16.,reduplikasi,,
yaa,ya,1,Bismillah yaa tehhh semoga Istiqomahhh tehhhh,elongasi,,
tehhh,teh,1,Bismillah yaa tehhh semoga Istiqomahhh tehhhh,elongasi,,
istiqomahhh,istikamah,1,Bismillah yaa tehhh semoga Istiqomahhh tehhhh,subtitusi,,
tehhhh,teh,1,Bismillah yaa tehhh semoga Istiqomahhh tehhhh,elongasi,,
"udah,sudah,1,""SETELAH AKU KONSULTASI SAMA@CARASEHATID SEKARANG KEPUTIHAN AKU UDAH ENGGA ADA , POKONYA BEST BANGET DEH PRODAKNYA AMAN BGT.. GA ADA EFEK SAMPING DAN KETERGANTUNGAN, KRN PRODUK ORGANIK/ALAMI. UDAH DAPAT SERTIFIKAT BPOM DAN HALAL MUI JUGA (Y)  BBM 5FB2512C."",zeroisasi,0,0;;",,,,,,
"engga,enggak,1,""SETELAH AKU KONSULTASI SAMA@CARASEHATID SEKARANG KEPUTIHAN AKU UDAH ENGGA ADA , POKONYA BEST BANGET DEH PRODAKNYA AMAN BGT.. GA ADA EFEK SAMPING DAN KETERGANTUNGAN, KRN PRODUK ORGANIK/ALAMI. UDAH DAPAT SERTIFIKAT BPOM DAN HALAL MUI JUGA (Y)  BBM 5FB2512C."",zeroisasi,0,0;;",,,,,,
"pokonya,pokoknya,0,""SETELAH AKU KONSULTASI SAMA@CARASEHATID SEKARANG KEPUTIHAN AKU UDAH ENGGA ADA , POKONYA BEST BANGET DEH PRODAKNYA AMAN BGT.. GA ADA EFEK SAMPING DAN KETERGANTUNGAN, KRN PRODUK ORGANIK/ALAMI. UDAH DAPAT SERTIFIKAT BPOM DAN HALAL MUI JUGA (Y)  BBM 5FB2512C."",zeroisasi,0,0;;",,,,,,
"prodaknya,produknya,0,""SETELAH AKU KONSULTASI SAMA@CARASEHATID SEKARANG KEPUTIHAN AKU UDAH ENGGA ADA , POKONYA BEST BANGET DEH PRODAKNYA AMAN BGT.. GA ADA EFEK SAMPING DAN KETERGANTUNGAN, KRN PRODUK ORGANIK/ALAMI. UDAH DAPAT SERTIFIKAT BPOM DAN HALAL MUI JUGA (Y)  BBM 5FB2512C."",modifikasi vokal,0,0;;",,,,,,
"bgt,banget,1,""SETELAH AKU KONSULTASI SAMA@CARASEHATID SEKARANG KEPUTIHAN AKU UDAH ENGGA ADA , POKONYA BEST BANGET DEH PRODAKNYA AMAN BGT.. GA ADA EFEK SAMPING DAN KETERGANTUNGAN, KRN PRODUK ORGANIK/ALAMI. UDAH DAPAT SERTIFIKAT BPOM DAN HALAL MUI JUGA (Y)  BBM 5FB2512C."",abreviasi,0,0;;",,,,,,
"ga,enggak,1,""SETELAH AKU KONSULTASI SAMA@CARASEHATID SEKARANG KEPUTIHAN AKU UDAH ENGGA ADA , POKONYA BEST BANGET DEH PRODAKNYA AMAN BGT.. GA ADA EFEK SAMPING DAN KETERGANTUNGAN, KRN PRODUK ORGANIK/ALAMI. UDAH DAPAT SERTIFIKAT BPOM DAN HALAL MUI JUGA (Y)  BBM 5FB2512C."",abreviasi,zeroisasi,0;;",,,,,,
"krn,karena,1,""SETELAH AKU KONSULTASI SAMA@CARASEHATID SEKARANG KEPUTIHAN AKU UDAH ENGGA ADA , POKONYA BEST BANGET DEH PRODAKNYA AMAN BGT.. GA ADA EFEK SAMPING DAN KETERGANTUNGAN, KRN PRODUK ORGANIK/ALAMI. UDAH DAPAT SERTIFIKAT BPOM DAN HALAL MUI JUGA (Y)  BBM 5FB2512C."",abreviasi,0,0;;",,,,,,
"udah,sudah,1,""SETELAH AKU KONSULTASI SAMA@CARASEHATID SEKARANG KEPUTIHAN AKU UDAH ENGGA ADA , POKONYA BEST BANGET DEH PRODAKNYA AMAN BGT.. GA ADA EFEK SAMPING DAN KETERGANTUNGAN, KRN PRODUK ORGANIK/ALAMI. UDAH DAPAT SERTIFIKAT BPOM DAN HALAL MUI JUGA (Y)  BBM 5FB2512C."",zeroisasi,0,0;;",,,,,,
"dlm,dalam,1,""? Ingin Putih seluruh tubuh dlm waktu 1 bulan ? ? Atau ingin badan kamu Gak kurus kerempeng ?? ?? Turun BB tanpa mengatur pola Makan. Follow IG@cantik_alami.id | Produk Herbal Alami ? Tanpa efek samping. Invite pin BB 5B14BE7E / Line & WA cek di BIO. Sudah HALAL MUI, ada BPOM."",abreviasi,0,0;;",,,,,,
"gak,enggak,1,""? Ingin Putih seluruh tubuh dlm waktu 1 bulan ? ? Atau ingin badan kamu Gak kurus kerempeng ?? ?? Turun BB tanpa mengatur pola Makan. Follow IG@cantik_alami.id | Produk Herbal Alami ? Tanpa efek samping. Invite pin BB 5B14BE7E / Line & WA cek di BIO. Sudah HALAL MUI, ada BPOM."",zeroisasi,0,0;;",,,,,,
"emang,memang,1,""Bukan main ka ,emang ga salah deh pakai pembesar payudara dan perapat miss v dari@DR_CANTIK.ID yang kaka saranin, hasil nya sulit buat di percaya ka.awal y emng ragu tapi hasil ya emang ok ok ok"",zeroisasi,0,0;;",,,,,,
"ga,enggak,1,""Bukan main ka ,emang ga salah deh pakai pembesar payudara dan perapat miss v dari@DR_CANTIK.ID yang kaka saranin, hasil nya sulit buat di percaya ka.awal y emng ragu tapi hasil ya emang ok ok ok"",abreviasi,zeroisasi,0;;",,,,,,
"kaka,kakak,1,""Bukan main ka ,emang ga salah deh pakai pembesar payudara dan perapat miss v dari@DR_CANTIK.ID yang kaka saranin, hasil nya sulit buat di percaya ka.awal y emng ragu tapi hasil ya emang ok ok ok"",zeroisasi,0,0;;",,,,,,
"y,ya,1,""Bukan main ka ,emang ga salah deh pakai pembesar payudara dan perapat miss v dari@DR_CANTIK.ID yang kaka saranin, hasil nya sulit buat di percaya ka.awal y emng ragu tapi hasil ya emang ok ok ok"",abreviasi,0,0;;",,,,,,
"emng,memang,1,""Bukan main ka ,emang ga salah deh pakai pembesar payudara dan perapat miss v dari@DR_CANTIK.ID yang kaka saranin, hasil nya sulit buat di percaya ka.awal y emng ragu tapi hasil ya emang ok ok ok"",abreviasi,zeroisasi,0;;",,,,,,
yah,ya,1,Pertahankan yah teteh rina. Semoga semakin istiqomah dan bila perlu pke syar'i teh @rinanose16,anaptiksis,,
pke,pakai,1,Pertahankan yah teteh rina. Semoga semakin istiqomah dan bila perlu pke syar'i teh @rinanose16,abreviasi,,
"gk,enggak,1,""Sist asalnya aku gk percaya sama produk@DR.ALAMSYAH.HERBAL yg katanya bisa memutihkan dan melangsingkan badan, pas aku coba  8 hari aku pangling sama muka aku, ngerii bangett dahh,temen-temen aku jadi pada ngiri sampe orang tua aku aja pangling banget liat perubahan tubuh aku jadi lebih sexy dan putih,kalian mau kalah sama aku?? pasti ga akan kan sekarang cek aja ignya@DR.ALAMSYAH.HERBAL pasti tubuh kalian bakalan lebih indah :)"",abreviasi,0,0;;",,,,,,
